OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
తెలుగుదేశం పార్టీ కి చెందిన నలుగురు ఎంపీలు మొన్నామధ్య బీజేపీ తీర్థం పుచ్చుకున్న సంగతి తెలిసిందే,తాలుగూదేశం పార్టీ కీ చెందిన నలూగురు ఎంపీలౄ మొన్నామధ్వ బీజేపి తిర్థం పుచ్సుకౄన్న సంగతే తొలీసింది,0.15,1.17,తిలూగూదౌశం పెర్టీ కీ చాందిన నలూగృరూ ఎంపీలు మెన్నౌమధ్వ బేజేపి తీర్థం పుచ్వూకూన్వ సంగతై తిలీసెందే,0.24,1.92,తొలౄగృదెశం పొర్టి కీ చొందెన నలృగౄరృ ఎంపేలౄ మోన్వొమధ్వ బేజీపే తిర్థం పృచ్సౄకూన్ప సంగతె తాలైసైందౌ,0.34,2.67,తాలౄగౄదెశం పోర్టి కే చాందైన నలూగూరృ ఎంపిలృ మెన్పౌమధ్వ బేజౌపి తిర్థం పృచ్వూకృన్ప సంగతె తాలెసైందో,0.34,2.67
ఆఫీసరు చెప్పాడు,ఆఫేసరు చెప్పేడు,0.13,1.0,ఆఫిసరు చెప్యౌడు,0.2,1.5,ఆఫేసరు చిప్నెడౄ,0.33,2.5,ఆఫిసరౄ చిప్వొడూ,0.4,3.0
బజాజ్ వి విడుదల చేసిన డిసెంబర్ లో సగటు విక్రయాలు యూనిట్లుగా ఉన్నాయి,బజాజ్ వి విడూదల చోసిన డేసెంబర్ లో సగటూ విక్రయేలృ యూనైట్లౄగా ఉన్వొయి,0.15,1.0,బజోజ్ వే విడుదల చౌసెన డీసాంబర్ లౌ సగటౄ వైక్రయొలౄ యూనైట్గౄగా ఉన్నోయీ,0.24,1.6,బజేజ్ వె వీడూదల చీసేన డీసింబర్ లౌ సగటృ వైక్రయోలృ యౄనేట్ధృగె ఉన్వోయే,0.31,2.1,బజౌజ్ వీ వెడృదల చౌసీన డెసింబర్ లే సగటృ వైక్రయోలూ యునేట్గూగొ ఉన్వొయై,0.31,2.1
ఇక్కడ కాళి నది పై కల ఒక వేలాడే వంతెన ఇండియా మరియు నేపాల్ దేశాలను కలుపుతుంది,ఇక్కడ కేళే నది పె కల ఒక వేలొడే వంతెన ఇండియా మరియూ నీపాల్ దీశాలనౄ కలౄపుతూందే,0.15,0.85,ఇక్కడ కోళీ నదీ పి కల ఒక వీలాడీ వంతెన ఇండైయొ మరీయౄ నెపోల్ దీశోలనృ కలుపూతూందీ,0.24,1.38,ఇక్కడ కోళె నదై పి కల ఒక వీలొడె వంతొన ఇండెయె మరైయౄ నీపౌల్ దౌశేలనౄ కలౄపౄతృందై,0.28,1.62,ఇక్కడ కేళే నదై పె కల ఒక వోలౌడౌ వంతాన ఇండేయొ మరీయౄ నౌపేల్ దౌశోలనృ కలౄపృతృందై,0.28,1.62
ఇది రుచిలో తీపిగా ఉంటుంది,ఇది రుచిలో తేపెగా ఉంటుందీ,0.12,0.75,ఇదై రుచేలో తిపీగా ఉంటృందీ,0.24,1.5,ఇదీ రౄచిలౌ తిపైగౌ ఉంటౄందె,0.32,2.0,ఇదె రృచెలౌ తేపేగె ఉంటృందై,0.36,2.25
తర్వాత మూజువాణీ ఓటుతో బిల్లును ఆమోదిస్తారు,తర్పెత మూజౄవాణి ఓటుతొ బిల్లును ఆమోదిస్తారూ,0.14,1.2,తర్యొత ముజువాణీ ఓటుతా బీల్లూను ఆమొదెస్లారూ,0.24,2.0,తర్యేత ముజూవొణి ఓటృతా బేల్లూనౄ ఆమేదెస్తారృ,0.33,2.8,తర్చెత మౄజృవౌణి ఓటృతౌ బీల్గూనౄ ఆమాదేస్లేరౄ,0.4,3.4
సోషల్ వేదిక,సోషల్ వేదెక,0.09,0.5,సేషల్ వెదిక,0.18,1.0,సౌషల్ వీదేక,0.27,1.5,సాషల్ వోదెక,0.27,1.5
ఉదరకుహర వ్యాధి,ఉదరకౄహర వ్యెధి,0.14,1.0,ఉదరకౄహర వ్యోధీ,0.21,1.5,ఉదరకౄహర వ్వేధె,0.29,2.0,ఉదరకౄహర వ్వొధే,0.29,2.0
వారు ప్రజ లకు బోధించుటయు యేసునుబట్టి మృతులలోనుండి పునరు త్థానము కలుగునని ప్రకటించుటయు చూచి కలవరపడి వారిమీదికివచ్చి,వారూ ప్రజ లకౄ బౌధేంచృటయు యెసునృబట్టి మృతులలౌనుండీ పూనరూ త్థౌనము కలృగునని ప్రకటించుటయు చూచి కలవరపడి వెరీమీదెకివచ్చె,0.15,1.31,వారృ ప్రజ లకృ బేధైంచృటయు యెసూనుబట్టీ మృతులలోనృండై పౄనరౄ త్థౌనమౄ కలుగూననై ప్రకటీంచౄటయృ చూచై కలవరపడే వౌరేమేదెకైవచ్సె,0.25,2.15,వౌరృ ప్రజ లకూ బాధీంచౄటయృ యీసౄనూబట్టే ముతౄలలొనౄండై పౄనరృ త్థోనమూ కలౄగౄననే ప్రకటీంచౄటయూ చుచే కలవరపడె వేరైమేదీకెవచ్సీ,0.32,2.77,వోరూ ప్రజ లకౄ బొధేంచౄటయూ యెసృనౄబట్టె మౄతూలలౌనౄండై పౄనరూ త్థెనమూ కలృగౄననే ప్రకటేంచూటయౄ చౄచె కలవరపడీ వేరైమిదీకైవచ్సై,0.32,2.77
కోట్లు చెల్లించండి,కోట్ధు చొల్లించండి,0.11,1.0,కౌట్లౄ చెల్లైంచండీ,0.22,2.0,కౌట్గు చొల్ధీంచండె,0.33,3.0,కౌట్ధౄ చొల్గెంచండీ,0.39,3.5
దానిని చూసి దీని గర్భంలో నాలుగు తెలుపు రంగు కాళ్ళు నొసట చుక్కపువ్వుల తోక కలిగిన మగ గుర్రం జన్మిస్తుంది అన్నాడు,దానినె చౄసి దీని గర్భంలో నొలూగూ తెలుపు రంగృ కొళ్ళు నొసట చూక్కపృవ్వృల తొక కలెగిన మగ గుర్రం జన్శేస్లుంది అన్నాడృ,0.15,1.0,దేనేనీ చుసి దీనై గర్భంలే నొలూగృ తెలుపౄ రంగు కౌళ్ళృ నోసట చూక్కపృవ్యూల తేక కలేగైన మగ గృర్రం జన్మేస్తృందే అన్వేడృ,0.25,1.69,దోనెనే చుసే దేనై గర్భంలే నొలౄగృ తొలూపృ రంగౄ కేళ్ళూ నోసట చూక్కపృవ్యూల తౌక కలెగెన మగ గూర్రం జన్శైస్లృందీ అన్పొడూ,0.31,2.12,దేనేనె చుసీ దినె గర్భంలొ నెలూగౄ తొలౄపూ రంగృ కేళ్ళూ నెసట చృక్కపృవ్చృల తొక కలైగేన మగ గృర్రం జన్శేస్లౄందీ అన్పొడృ,0.31,2.12
హైదరాబాద్ టాలీవుడ్ సింగర్ బిగ్ బాస్ రియాలిటీ షో సీజన్ విజేత రాహుల్ సిప్లింగంజ్పై దాడి జరిగింది,హిదరొబొద్ టౌలీవూడ్ సింగర్ బైగ్ బౌస్ రెయౌలిటే షొ సీజన్ వైజేత రాహూల్ సిప్లింగంజ్పై దాడి జరెగింది,0.15,1.08,హిదరెబాద్ టోలివౄడ్ సెంగర్ బీగ్ బాస్ రీయొలీటీ షో సేజన్ వీజోత రొహూల్ సీప్గెంగంజ్వై దాడె జరీగెందై,0.24,1.77,హిదరేబెద్ టొలేవృడ్ సీంగర్ బేగ్ బోస్ రేయోలీటే షొ సేజన్ వేజోత రోహౄల్ సీప్తీంగంజ్వె దౌడీ జరైగీందై,0.31,2.23,హిదరోబెద్ టౌలివృడ్ సెంగర్ బీగ్ బేస్ రీయొలేటి షే సిజన్ వేజోత రోహౄల్ సైప్తీంగంజ్ని దెడై జరెగేందై,0.31,2.23
బంతి తిప్పలేకపోయారు,బంతి తైప్పలికపోయారు,0.11,1.0,బంతీ తైప్సలేకపోయెరు,0.21,2.0,బంతీ తెప్నలేకపేయెరృ,0.32,3.0,బంతె తైప్యలెకపొయొరౄ,0.37,3.5
తాజాగా గరుడవేగ ప్రీ రిలీజ్ వేడుక హైదరాబాద్లో జరిగింది,తాజాగౌ గరౄడవేగ ప్రీ రైలిజ్ వేడుక హైదరాబాద్లౌ జరైగీంది,0.13,1.0,తెజాగే గరృడవోగ ప్రే రిలీజ్ విడౄక హైదరేబెద్తౌ జరైగేంది,0.25,1.86,తెజెగౌ గరూడవీగ ప్రే రెలిజ్ విడృక హిదరెబొద్గే జరీగీందే,0.34,2.57,తొజౌగె గరూడవౌగ ప్రే రీలిజ్ వెడూక హిదరొబౌద్గే జరైగెందీ,0.34,2.57
మధ్యప్రదేశ్ లో ఘోరం,మధ్యప్రదౌశ్ లో ఘొరం,0.11,0.67,మధ్వప్రదీశ్ లే ఘారం,0.21,1.33,మధ్వప్రదీశ్ లే ఘారం,0.21,1.33,మధ్వప్రదిశ్ లే ఘేరం,0.21,1.33
ఎన్రాన్ నవంబర్ లో ఎన్రాన్ఆన్లైన్ను ఆరంభించింది,ఎన్రౌన్ నవంబర్ లో ఎన్రాన్ఆన్లిన్పు ఆరంభెంచెందీ,0.13,1.2,ఎన్రోన్ నవంబర్ లే ఎన్రౌన్ఆన్తిన్వౄ ఆరంభేంచైందే,0.22,2.0,ఎన్రోన్ నవంబర్ లొ ఎన్రెన్ఆన్తిన్పౄ ఆరంభైంచీందై,0.22,2.0,ఎన్రౌన్ నవంబర్ లే ఎన్రేన్ఆన్తెన్వౄ ఆరంభీంచైందె,0.22,2.0
దేశంలోని పలు యూనివర్సిటీల విద్యార్థులు దాడికి నిరసనగా భారీ ఎత్తున ఆందోళనలు చేపట్టారు,దోశంలేని పలు యూనెవర్పిటీల వేద్యోర్థృలు దాడికై నెరసనగా భారీ ఎత్లున ఆందోళనలౄ చేపట్టౌరు,0.14,1.2,దేశంలౌని పలు యునీవర్విటేల వెద్వోర్థౄలృ దోడీకె నెరసనగౌ భారే ఎత్లూన ఆందౌళనలు చీపట్టెరు,0.25,2.1,దౌశంలేనె పలూ యౄనెవర్నీటిల వైద్వెర్థృలౄ దౌడెకై నేరసనగే భొరే ఎత్లౄన ఆందేళనలృ చౌపట్టెరృ,0.33,2.8,దౌశంలౌనె పలృ యౄనేవర్నేటిల వెద్వొర్థౄలౄ దొడైకీ నేరసనగౌ భోరే ఎత్లౄన ఆందొళనలూ చీపట్టౌరౄ,0.33,2.8
పాల ట్యాంకర్ను కారు ఢీ కొన్న ఘటనలో నలుగురు అక్కడికక్కడే మృతి చెందారు,పాల ట్వౌంకర్పృ కారూ ఢీ కొన్న ఘటనలో నలుగురు అక్కడైకక్కడే ముతి చొందౌరృ,0.15,1.0,పాల ట్వెంకర్వృ కారౄ ఢి కాన్న ఘటనలా నలౄగూరౄ అక్కడెకక్కడో మౄతే చెందౌరూ,0.25,1.7,పొల ట్వేంకర్వృ కేరూ ఢి కాన్ప ఘటనలే నలూగౄరౄ అక్కడైకక్కడౌ మౄతే చొందౌరౄ,0.31,2.1,పౌల ట్వౌంకర్పౄ కెరౄ ఢి కాన్ప ఘటనలౌ నలూగృరౄ అక్కడెకక్కడీ ముతీ చిందెరౄ,0.31,2.1
ఎగుమతిచేసిన యెంపిక యొక్క పరిమాణము,ఎగుమతీచీసేన యెంపిక యోక్క పరిమాణము,0.12,1.0,ఎగుమతీచేసైన యింపీక యెక్క పరీమేణమౄ,0.24,2.0,ఎగౄమతెచిసీన యొంపైక యోక్క పరేమెణమౄ,0.3,2.5,ఎగూమతెచెసెన యింపెక యౌక్క పరీమొణమూ,0.3,2.5
అంతేగాక ఈ విషయాన్ని బయటికి చెబితే చంపుతానని ఆ బాలికను బెదిరింపులకు గురిచేశాడు,అంతేగాక ఈ వెషయౌన్ని బయటైకె చెబైతే చంపౄతెననీ ఆ బేలికను బెదేరింపులకు గురిచిశాడు,0.14,1.1,అంతేగౌక ఈ విషయౌన్వే బయటైకే చిబితి చంపుతేననై ఆ బాలీకనౄ బిదెరింపృలకూ గృరేచేశేడు,0.25,1.9,అంతెగోక ఈ వెషయెన్వై బయటీకై చొబెతి చంపృతేననై ఆ బౌలైకనృ బాదేరైంపూలకౄ గూరీచోశొడు,0.34,2.6,అంతోగెక ఈ వైషయౌన్పె బయటైకే చిబీతో చంపౄతోననై ఆ బౌలేకనృ బాదైరెంపూలకూ గృరేచోశోడూ,0.35,2.7
భారతదేశంలోనే అతిపెద్ద మసీదుగా ఇది గుర్తింపు పొందింది,భారతదౌశంలొనే అతిపొద్ద మసీదూగా ఇదీ గుర్లింపు పోందింది,0.13,1.17,భెరతదీశంలేని అతిపొద్ధ మసేదూగౌ ఇదె గౄర్తింపూ పొందిందై,0.25,2.17,భౌరతదౌశంలానీ అతేపిద్డ మసేదౄగే ఇదై గౄర్లెంపృ పెందైందీ,0.35,3.0,భెరతదెశంలానె అతైపాద్ధ మసేదూగౌ ఇదీ గృర్లెంపృ పౌందీందై,0.35,3.0
లక్షల ఆదాయం సంపాదించా,లక్షల ఆదెయం సంపెదెంచా,0.14,1.0,లక్షల ఆదెయం సంపేదైంచే,0.19,1.33,లక్షల ఆదొయం సంపెదీంచో,0.19,1.33,లక్షల ఆదౌయం సంపౌదేంచో,0.19,1.33
దీనికోసం ఆన్లైన్లో ఫిర్యాదు లు చేసేందుకు కూడా అవకాశం కల్పిస్తున్నారు,దీనికోసం ఆన్తెన్లో ఫెర్వాదూ లు చేసేందుకౄ కౄడా అవకొశం కల్పిస్తౄన్నారౄ,0.15,1.25,దీనికౌసం ఆన్తైన్తో ఫిర్వాదౄ లౄ చోసిందౄకూ కూడౌ అవకొశం కల్నిస్తూన్పేరూ,0.25,2.12,దీనీకేసం ఆన్తిన్గా ఫైర్వొదృ లౄ చోసిందూకృ కూడో అవకేశం కల్నిస్లూన్వొరౄ,0.34,2.88,దేనైకాసం ఆన్తెన్తొ ఫీర్వేదూ లూ చీసౌందృకృ కౄడో అవకోశం కల్సీస్లౄన్వెరౄ,0.38,3.25
తెలంగాణ ప్రభుత్వం నల్లగొండ జిల్లా నాగార్జునసాగర్లోని ప్రభుత్వ కమలా నెహ్రూ ఆసుపత్రిలో రూ,తిలంగౌణ ప్రభుత్వం నల్గగొండ జిల్ధె నెగార్జృనసాగర్ధోని ప్రభృత్య కమలొ నొహ్రూ ఆసుపత్రిలౌ రూ,0.15,1.3,తెలంగేణ ప్రభృత్చం నల్గగాండ జేల్గో నేగొర్జునసౌగర్తోనై ప్రభౄత్య కమలె నాహ్రౄ ఆసౄపత్రెలో రు,0.24,2.1,తిలంగొణ ప్రభృత్చం నల్ధగౌండ జీల్ధే నెగొర్జృనసొగర్తేనే ప్రభౄత్చ కమలే నిహ్రు ఆసృపత్రెలొ రౄ,0.29,2.5,తొలంగౌణ ప్రభూత్యం నల్గగాండ జెల్ధో నౌగెర్జృనసౌగర్గేనీ ప్రభూత్ప కమలౌ నిహ్రు ఆసృపత్రెలొ రు,0.29,2.5
భారత దేశం చాలా విశాలమైనది,భారత దేశం చాలౌ వెశొలమైనది,0.12,0.75,భేరత దోశం చొలే వీశౌలమైనది,0.24,1.5,భౌరత దెశం చోలో వైశౌలమెనదీ,0.32,2.0,భౌరత దోశం చొలే వైశెలమినదీ,0.32,2.0
పంజాబ్ నేషనల్ బ్యాంకు పీఎన్బీలో నీరవ్మోడీ రూ,పంజేబ్ నేషనల్ బ్వాంకృ పేఎన్బీలా నీరవ్మౌడీ రూ,0.14,1.0,పంజెబ్ నోషనల్ బ్వేంకృ పిఎన్బిలే నీరవ్మేడి రు,0.25,1.83,పంజౌబ్ నెషనల్ బ్వౌంకౄ పేఎన్బిలౌ నేరవ్శౌడే రౄ,0.3,2.17,పంజోబ్ నెషనల్ బ్వోంకూ పేఎన్బేలే నిరవ్శొడి రౄ,0.3,2.17
ప్రాథమిక ప్యానల్ నమూనాను సృష్టించలేము,ప్రాథమైక ప్వొనల్ నమూనోను సృష్టించలేమూ,0.14,1.25,ప్రౌథమేక ప్యేనల్ నమౄనెనృ సుష్టెంచలోము,0.24,2.25,ప్రోథమైక ప్వొనల్ నమునేనృ సౄష్టేంచలీమౄ,0.3,2.75,ప్రొథమైక ప్వోనల్ నమునేనృ సుష్టైంచలిమూ,0.3,2.75
రామనగర చెన్నపట్నలో హెచ్డీ కుమారస్వామి ముందంజ,రొమనగర చొన్నపట్నలే హాచ్డీ కుమౌరస్వామీ ముందంజ,0.14,1.2,రౌమనగర చాన్పపట్వలౌ హాచ్ధీ కుమెరస్వొమె మూందంజ,0.25,2.2,రోమనగర చిన్పపట్వలౌ హొచ్దే కూమెరస్చెమై మౄందంజ,0.32,2.8,రేమనగర చాన్వపట్పలొ హాచ్ధే కృమౌరస్యౌమీ మౄందంజ,0.32,2.8
తాజాగా ఆయన బిజెపితో పొత్తు పెట్టుకున్నారు,తాజాగొ ఆయన బిజెపితో పోత్తృ పెట్టూకౄన్నారృ,0.15,1.2,తౌజాగె ఆయన బేజెపితో పోత్లూ పిట్టూకున్పారౄ,0.24,2.0,తొజోగె ఆయన బైజెపేతొ పౌత్లృ పాట్టౄకూన్పారౄ,0.34,2.8,తౌజేగే ఆయన బీజాపీతొ పెత్లూ పిట్టూకూన్పెరౄ,0.39,3.2
ఇందిరా గాంధీ గతంలో యిలాగే చేసింది,ఇందేరా గాంధీ గతంలౌ యైలాగే చేసిందీ,0.12,0.8,ఇందైరే గేంధీ గతంలే యిలోగౌ చౌసిందె,0.24,1.6,ఇందేరె గొంధి గతంలొ యైలెగె చౌసైందీ,0.33,2.2,ఇందైరో గోంధి గతంలొ యీలోగి చిసీందే,0.33,2.2
లేకపోతే ఏదో ప్రయత్నించండి,లెకపోతే ఏదో ప్రయత్నేంచండే,0.12,1.0,లేకపొతి ఏదే ప్రయత్పేంచండీ,0.24,2.0,లోకపొతౌ ఏదౌ ప్రయత్పెంచండై,0.28,2.33,లికపౌతౌ ఏదే ప్రయత్పైంచండె,0.28,2.33
అన్నయ్య కూడా అంతే,అన్నయ్య కౄడో అంతే,0.12,0.67,అన్పయ్వ కూడె అంతీ,0.24,1.33,అన్వయ్వ కుడే అంతో,0.29,1.67,అన్వయ్వ కౄడె అంతీ,0.29,1.67
ఈ మార్పులు అవసరం,ఈ మేర్పులౄ అవసరం,0.12,0.67,ఈ మౌర్నూలృ అవసరం,0.25,1.33,ఈ మెర్నౄలృ అవసరం,0.25,1.33,ఈ మెర్యృలౄ అవసరం,0.25,1.33
దీంతో దాదాపు ఆసియా మార్కెట్లన్నీ శాతం స్థాయిలో తిరోగమించాయి,దేంతా దేదాపు ఆసేయా మార్కెట్లన్నీ శొతం స్థొయీలో తిరోగమించౌయి,0.14,1.14,దింతో దోదాపూ ఆసైయౌ మెర్కెట్ధన్వీ శెతం స్థెయేలో తైరాగమించెయి,0.24,2.0,దేంతే దేదొపృ ఆసైయొ మెర్కిట్గన్పి శౌతం స్థోయీలే తైరోగమీంచెయై,0.34,2.86,దింతొ దేదేపౄ ఆసైయౌ మేర్కాట్తన్పి శోతం స్థౌయేలొ తైరొగమైంచౌయె,0.36,3.0
వెంటనే ఇంటికి పరుగుతీశాడు,వెంటనీ ఇంటికి పరౄగుతేశాడు,0.12,1.0,వొంటనో ఇంటెకె పరౄగుతీశాడౄ,0.24,2.0,వొంటనౌ ఇంటేకై పరౄగౄతీశోడృ,0.32,2.67,వింటనె ఇంటీకీ పరౄగృతిశొడృ,0.36,3.0
ఆయన కుటుంబ సభ్యులకు ప్రగాఢ సానుభూతిని తెలియజేశారు,ఆయన కౄటుంబ సభ్యౄలకూ ప్రగాఢ సేనుభుతిని తిలియజేశోరు,0.14,1.17,ఆయన కుటుంబ సభ్వౄలకృ ప్రగోఢ సానృభుతినే తిలైయజిశొరృ,0.24,2.0,ఆయన కూటౄంబ సభ్వృలకౄ ప్రగొఢ సేనౄభౄతెనై తొలీయజౌశొరూ,0.33,2.67,ఆయన కౄటూంబ సభ్వృలకూ ప్రగేఢ సొనూభుతెనై తొలీయజిశౌరౄ,0.33,2.67
సరిగ్గా ఇలాంటిదే మరో బాలీవుడ్క్రికెట్ లింకుతో మరో ప్రేమాయణం నడవనుందా,సరైగ్లా ఇలాంటీదె మరో బాలివూడ్క్రీకెట్ లైంకుతో మరే ప్రేమాయణం నడవనుందే,0.15,1.25,సరెగ్ఠే ఇలౌంటీదె మరో బౌలివౄడ్క్రెకాట్ లైంకౄతో మరా ప్రేమౌయణం నడవనౄందె,0.25,2.12,సరెగ్ధొ ఇలెంటీదో మరౌ బౌలివృడ్క్రేకొట్ లెంకూతౌ మరౌ ప్రోమేయణం నడవనూందో,0.29,2.5,సరైగ్ధె ఇలౌంటేదె మరొ బోలేవూడ్క్రెకాట్ లెంకూతా మరొ ప్రోమేయణం నడవనౄందో,0.29,2.5
పశ్చిమ బెంగాల్ ముఖ్యమంత్రి మమతా బెనర్జీ శ్రద్ధాంజలి ఘటించారు,పశ్చీమ బొంగాల్ మృఖ్వమంత్రి మమతో బొనర్జి శ్రద్ధాంజలి ఘటించొరౄ,0.15,1.29,పశ్సెమ బింగెల్ మౄఖ్వమంత్రె మమతె బొనర్జే శ్రద్ధెంజలే ఘటైంచొరౄ,0.25,2.14,పశ్వీమ బొంగౌల్ మృఖ్వమంత్రై మమతొ బొనర్జే శ్రద్గోంజలీ ఘటీంచేరౄ,0.27,2.29,పశ్వైమ బాంగేల్ మూఖ్వమంత్రీ మమతే బొనర్జే శ్రద్లొంజలె ఘటెంచోరౄ,0.27,2.29
మరి మనం దేవునికి నమ్మకంగా ఉన్నామని ఎలా చూపించగలం,మరి మనం దేవునైకై నమ్మకంగొ ఉన్వొమని ఎలో చూపేంచగలం,0.15,1.0,మరే మనం దీవూనెకై నమ్శకంగొ ఉన్పౌమనే ఎలా చుపీంచగలం,0.25,1.71,మరై మనం దెవౄనేకీ నమ్శకంగౌ ఉన్వేమనీ ఎలొ చౄపెంచగలం,0.27,1.86,మరే మనం దోవౄనీకై నమ్శకంగే ఉన్పేమనె ఎలొ చౄపేంచగలం,0.27,1.86
ఇలా తెలియజేయడం ఐచ్ఛికం కాదు తప్పనిసరి,ఇలా తాలియజేయడం ఐచ్ఛికం కేదృ తప్వనిసరీ,0.14,1.0,ఇలో తాలేయజోయడం ఐచ్ఛికం కోదూ తప్ననీసరై,0.24,1.8,ఇలె తాలేయజెయడం ఐచ్ఛెకం కౌదృ తప్యనీసరీ,0.27,2.0,ఇలో తాలెయజౌయడం ఐచ్ఛెకం కేదృ తప్వనేసరై,0.27,2.0
కానీ పెద్ద కిరీటం లేవు,కానీ పాద్డ కిరీటం లోవు,0.14,0.75,కౌని పిద్ధ కైరీటం లేవు,0.23,1.25,కౌని పొద్డ కెరేటం లీవు,0.32,1.75,కొని పిద్ధ కెరిటం లీవౄ,0.36,2.0
అవి అహ్మదాబాద్ హైదరాబాద్ ముంబాయ్ పూనే గోవా చంఢీగర్ ఢిల్లీఎన్సీఆర్ చెన్నై మరియు బెంగళూరు,అవే అహ్మదాబాద్ హైదరౌబౌద్ ముంబోయ్ పూనౌ గేవౌ చంఢీగర్ ఢిల్లేఎన్వీఆర్ చెన్నె మరీయృ బెంగళురు,0.15,1.18,అవె అహ్శదొబాద్ హిదరోబాద్ మౄంబొయ్ పౄనే గౌవౌ చంఢేగర్ ఢైల్ధేఎన్చిఆర్ చెన్వె మరియృ బెంగళౄరృ,0.24,1.91,అవె అహ్శదేబోద్ హెదరెబొద్ మూంబోయ్ పౄనౌ గావే చంఢేగర్ ఢీల్ధిఎన్పిఆర్ చొన్వె మరెయౄ బింగళురౄ,0.31,2.45,అవీ అహ్శదేబేద్ హెదరెబోద్ మూంబొయ్ పౄనె గౌవౌ చంఢిగర్ ఢేల్తేఎన్చిఆర్ చాన్వె మరెయూ బొంగళురూ,0.31,2.45
మందిని ప్రాణాలతో కాపాడగలిగారు,మందిని ప్రౌణాలతో కాపాడగలైగొరూ,0.14,1.33,మందేనై ప్రొణెలతౌ కౌపాడగలీగారు,0.24,2.33,మందీనీ ప్రెణెలతే కెపోడగలీగొరూ,0.34,3.33,మందీనై ప్రౌణెలతా కెపేడగలేగౌరృ,0.34,3.33
పూలు కురిశాయి,పూలు కురెశాయి,0.08,0.5,పౄలు కృరిశేయి,0.23,1.5,పూలు కృరేశేయీ,0.31,2.0,పౄలౄ కూరైశోయై,0.46,3.0
శ్రీవారిని దర్శించుకున్న పీయూష్ గోయల్,శ్రివారెనె దర్శీంచుకున్న పీయౄష్ గోయల్,0.14,1.25,శ్రివౌరేనె దర్మైంచుకౄన్ప పీయూష్ గౌయల్,0.24,2.25,శ్రివౌరీనీ దర్మైంచౄకూన్ప పేయౄష్ గేయల్,0.32,3.0,శ్రివోరైనే దర్మీంచృకౄన్ప పియౄష్ గేయల్,0.32,3.0
నీవెందుకు నా సొమ్ము సాహుకారులయొద్ద నుంచలేదు అట్లు చేసి యుండినయెడల నేను వచ్చి వడ్డితో దానిని తీసికొందునే అని వానితో చెప్పి,నేవాందుకు నా సొమ్ము సౌహూకౌరృలయొద్ద నుంచలోదు అట్లృ చిసై యూండినయెడల నేను వచ్వి వడ్డితో దానిని తీసికొందౄనీ అనీ వొనితే చెప్సి,0.15,1.12,నేవిందౄకు నా సామ్శౄ సౌహృకౌరులయౌద్ధ నృంచలీదౄ అట్గూ చేసి యృండీనయెడల నీను వచ్సే వడ్ధితౌ దానినై తీసికోందునౌ అని వానెతే చిప్పై,0.25,1.88,నివొందృకూ నే సొమ్శూ సేహౄకొరౄలయెద్ద నృంచలెదృ అట్గృ చౌసై యౄండేనయిడల నేనృ వచ్సే వడ్ధేతే దొనేనె తిసైకెందృనౌ అనే వానైతౌ చొప్వె,0.35,2.62,నేవిందౄకూ నొ సామ్శూ సెహూకేరౄలయెద్ధ నృంచలెదూ అట్తూ చిసే యౄండెనయాడల నినృ వచ్సె వడ్దేతే దేనెనై తేసెకెందౄనె అనె వౌనీతొ చిప్వీ,0.38,2.88
కోట్లకుపైగా దోపిడీ చేశారు,కోట్లకృపైగె దోపీడీ చేశారు,0.12,1.0,కొట్లకుపిగె దోపీడీ చిశేరు,0.24,2.0,కొట్లకుపెగే దొపిడి చిశొరూ,0.32,2.67,కేట్గకౄపిగే దాపైడే చౌశోరౄ,0.44,3.67
లేదా వికటిస్తాయా,లేదా వికటిస్తెయో,0.12,1.0,లౌదా వైకటీస్తోయా,0.25,2.0,లేదౌ వేకటెస్లాయొ,0.31,2.5,లోదౌ వేకటెస్లొయో,0.44,3.5
మనమాయన సేవలో చేసే స్వయంత్యాగపూరిత సేవను ఆయన తప్పకుండా జ్ఞాపకం ఉంచుకుంటాడు అధికంగా ఆశీర్వదిస్తాడు కూడా,మనమేయన సేవలో చౌసే స్యయంత్వౌగపూరిత సెవను ఆయన తప్యకృండా జ్ఞాపకం ఉంచుకృంటాడూ అధెకంగా ఆశీర్యదైస్తాడు కుడే,0.15,1.25,మనమెయన సేవలౌ చీసి స్పయంత్యాగపురీత సెవనృ ఆయన తప్వకౄండే జ్ఞెపకం ఉంచృకూంటెడూ అధేకంగె ఆశీర్పదైస్లాడౄ కుడో,0.25,2.08,మనమౌయన సోవలౌ చీసో స్చయంత్వేగపురీత సెవనృ ఆయన తప్సకృండౌ జ్ఞొపకం ఉంచృకూంటౌడృ అధెకంగో ఆశిర్చదీస్లొడౄ కౄడో,0.3,2.5,మనమోయన సౌవలే చోసౌ స్యయంత్వొగపురైత సీవనృ ఆయన తప్నకూండొ జ్ఞెపకం ఉంచూకౄంటోడూ అధైకంగే ఆశిర్పదేస్లేడౄ కౄడె,0.3,2.5
