OriginalText,15%_ErrorInducedText,Percentage_ErrorInduced_15%,AverageErrorPerWord_15%,25%_ErrorInducedText,Percentage_ErrorInduced_25%,AverageErrorPerWord_25%,35%_ErrorInducedText,Percentage_ErrorInduced_35%,AverageErrorPerWord_35%,50%_ErrorInducedText,Percentage_ErrorInduced_50%,AverageErrorPerWord_50%
ఈ గంట వద్ద మీరు ఇబ్బంది కు క్షమించాలి,ఈ గంట పధ్ద మీరు ఇబ్బంలి కు క్షమింతాది,0.14,0.71,ఈ రంట పథ్ద యీరు ఇభ్బంథి కు క్షయింతాది,0.24,1.29,ఈ రంట షడ్ద యీగు ఇభ్బంలి కు క్షయింతాది,0.27,1.43,ఈ రంట పధ్ద యీలు ఇభ్బంధి కు క్షయింతాది,0.27,1.43
జిబి ర్యామ్ జిబి వేరియంట్ ఫోన్ రూ,ఙిబి ర్యామ్ ఙిబి షేరియంట్ ఫోప్ రూ,0.12,0.67,ఙిభి గ్యామ్ ఙిభి వేగిమంట్ పోన్ రూ,0.24,1.33,ఙిభి ల్యామ్ ఙిభి షేగిమంట్ పోప్ గూ,0.33,1.83,ఙిభి గ్యాయ్ ఙిభి షేగిమంట్ పోప్ గూ,0.36,2.0
మేం చాలా ఎంజాయ్ చేశాం,మేం చాదా ఎంఙాయ్ తేశాం,0.14,0.75,యేం తాదా ఎంఙాయ్ తేశాం,0.24,1.25,యేం తాదా ఎంఙామ్ తేశాం,0.29,1.5,యేం తాదా ఎంఙామ్ తేశాం,0.29,1.5
ఇది కొన్ని వారాల పాటు ఉంటుంది,ఇది కొన్ని పాలాల సాటు ఉంటుంలి,0.14,0.8,ఇడి కొప్ని షాలాద సాటు ఉంటుంలి,0.24,1.4,ఇడి కొప్ని షాగాద వాటు ఉంటుంలి,0.24,1.4,ఇలి కొప్ని పాగాద నాటు ఉంటుండి,0.24,1.4
ఇందులొ రూ,ఇండులొ రూ,0.11,0.5,ఇందుదొ గూ,0.22,1.0,ఇంథుదొ గూ,0.33,1.5,ఇంధుదొ గూ,0.33,1.5
ఒక నేరం కథ,ఒక నేరం కద,0.1,0.33,ఒక నేలం కద,0.2,0.67,ఒక పేలం కద,0.3,1.0,ఒక పేలం కద,0.3,1.0
ఆయన పోరాటం తరువాత జైదీ కమ్యూనిటీ ఇరువురు శతృత్వ ఇమాముల మద్య విభజించబడ్డారు,ఆయప పోగాటం చగువాత ఙైదీ కయ్యూనిటీ ఇలువురు శతృత్వ ఇమాయుల మద్య షిబజించబత్డారు,0.15,1.1,ఆయప షోరాటం చగువాత జైధీ కయ్యూనిటీ ఇగుపురు శచృచ్వ ఇయాయుద మద్య విబఙింతభత్డారు,0.24,1.8,ఆమన నోగాటం చరుపాచ ఙైదీ కయ్యూపిటీ ఇరుషులు శచృచ్వ ఇయాయుద యల్య పిబఙింతభద్డాగు,0.34,2.5,ఆమప వోలాటం చలుషాచ ఙైలీ కయ్యూపిటీ ఇలుపులు శచృచ్వ ఇయాయుద యథ్య షిబఙింతభఢ్డాగు,0.39,2.9
అప్పటికే ఎన్నో సంవత్సరాలుగా ప్రకటిస్తున్న అనుభవం తిమోతికి ఉంది,అప్పటికే ఎప్నో పంవచ్సగాలురా ప్రకటిప్తున్న అనుభపం తియోచికి ఉంది,0.15,1.29,అవ్పటికే ఎన్నో పంషచ్సలాదురా స్రకటిప్తున్న అపుభపం చియోచికి ఉంథి,0.24,2.14,అన్పటికే ఎప్నో పంషచ్సగాదురా ఫ్రకటిప్తుప్న అపుబపం చియోచికి ఉండి,0.29,2.57,అస్పటికే ఎప్నో పంపచ్సలాదురా వ్రకటిప్తుప్న అపుబపం చియోచికి ఉంథి,0.29,2.57
ఢిల్లీ జమ్మూకశ్మీర్ విభజన ఆర్టికల్ రద్దు తరువాత భారత్ పాక్ సరిహద్దుల్లో ఉద్రిక్త పరిస్థితులు నెలకొన్నాయి,ఢిల్లీ జయ్మూకశ్మీర్ పిబజప ఆర్టికద్ రథ్దు తరుషాత బాగచ్ నాక్ సరిహద్దుల్లో ఉథ్రిక్త నరిస్థిచులు నెలకొప్నాయి,0.14,1.25,ఢిల్లీ ఙయ్మూకశ్మీల్ షిభఙప ఆర్టికల్ లద్దు చలుషాచ బాలచ్ వాక్ పరిహల్దుద్లో ఉడ్రిక్త షగిప్థితుదు పెదకొప్నాయి,0.25,2.17,ఢిద్లీ ఙయ్మూకశ్మీగ్ షిబఙప ఆల్టికద్ లడ్దు చలుషాచ బాలచ్ వాక్ పలిహథ్దుద్లో ఉడ్రిక్త నలిప్థిచుదు పెదకొప్నాయి,0.32,2.75,ఢిద్లీ ఙయ్మూకశ్మీగ్ పిబఙప ఆగ్టికద్ లధ్దు చగుషాచ బాలచ్ నాక్ పలిహల్దుద్లో ఉథ్రిక్త ఫలిప్థిచుదు పెదకొప్నాయి,0.32,2.75
అయితే ఇవేవీ శాస్త్రీయం నిరూపితం కాలేదు,అయితే ఇపేవీ శాప్త్రీయం నిరూసిచం కాదేదు,0.13,1.0,అయిచే ఇషేపీ శాప్త్రీమం నిరూనిచం కాదేథు,0.24,1.8,అయిచే ఇషేపీ శాప్త్రీమం పిగూఫిచం కాదేథు,0.29,2.2,అయిచే ఇపేపీ శాప్త్రీమం పిగూవిచం కాదేధు,0.29,2.2
ప్రస్తుతం అతని పరిస్థితి విషమంగా ఉంది,న్రస్తుచం అతపి పరిప్థితి విషమంగా ఉంధి,0.14,1.0,ప్రప్తుచం అతపి వలిప్థితి పిషమంరా ఉంలి,0.24,1.8,ఫ్రప్తుచం అచపి పలిప్థిచి పిషయంరా ఉంలి,0.32,2.4,న్రప్తుచం అచపి షగిప్థిచి పిషయంరా ఉంథి,0.35,2.6
కవరేజ్ వ్యవధి,కవరేఙ్ వ్యవధి,0.08,0.5,కపలేజ్ వ్యవది,0.23,1.5,కవరేఙ్ ష్యపది,0.31,2.0,కపగేఙ్ ప్యషది,0.46,3.0
ఈ నేపథ్యంలో ఇరు దేశాల మధ్య ఉద్రిక్తతలు పెరిగాయి,ఈ నేసథ్యంలో ఇగు దేశాల మద్య ఉద్రిక్తతదు నెలిరాయి,0.15,1.0,ఈ పేనథ్యందో ఇగు డేశాద మధ్య ఉధ్రిక్తతదు వెలిరాయి,0.23,1.57,ఈ పేనద్యందో ఇలు డేశాద యద్య ఉల్రిక్తచదు నెలిరాయి,0.32,2.14,ఈ పేషద్యందో ఇగు ధేశాద యద్య ఉథ్రిక్తచదు నెగిరాయి,0.32,2.14
వాసనను పసిగట్టే గుణం కోల్పోవటం,పాసనను ఫసిగట్టే గుణం కోద్పోషటం,0.13,1.0,షాసపపు ఫసిరట్టే రుణం కోల్పోపటం,0.23,1.75,పాపపపు వపిరట్టే రుణం కోద్పోపటం,0.33,2.5,పాపపపు ఫపిరట్టే రుణం కోద్పోషటం,0.33,2.5
కోట్లుగా నిర్ణయించింది,కోట్లురా పిల్ణయించింది,0.14,1.5,కోట్లురా పిగ్ణయింతింధి,0.23,2.5,కోట్లురా పిగ్ణయింతిండి,0.23,2.5,కోట్లురా పిల్ణయింతింధి,0.23,2.5
దాంతో ఆయన పోలీసులతో వాగ్వాదానికి దిగారు,దాంచో ఆమన షోలీపులతో వాగ్వాదాపికి దిగారు,0.13,1.0,థాంచో ఆమన పోదీపులచో వార్వాదాపికి ధిగారు,0.23,1.8,థాంతో ఆమప నోదీపుదతో షార్వాధాపికి లిగాగు,0.33,2.6,థాంచో ఆమప నోదీపుదచో పార్వాలాపికి థిరాలు,0.41,3.2
వీళ్లిద్దరూ నాలుగో వికెట్కు పరుగులు జోడించారు,వీళ్లిల్దరూ పాదుగో పికెట్కు ఫరుగులు జోడించాగు,0.13,1.2,వీళ్లిల్దలూ పాలురో షికెట్కు నగుగుదు జోదింతాలు,0.24,2.2,పీళ్లిల్దగూ పాదురో పికెట్కు ఫలురుదు ఙోఢింతాగు,0.33,3.0,పీళ్లిధ్దగూ పాదురో షికెట్కు ఫగురుదు ఙోఢింతాగు,0.33,3.0
కార్తీక్ సుబ్బరాజ్ డైరెక్ట్ చేసిన ఈ మూవీలో రజినీ కి జోడీగా త్రిషా సిమ్రన్ నటించారు,కార్తీక్ పుభ్బగాఙ్ తైరెక్ట్ చేసిన ఈ మూవీదో లజినీ కి ఙోడీరా త్రిషా పిమ్రప్ నటింతారు,0.15,1.0,కాల్తీక్ సుభ్బలాఙ్ తైగెక్ట్ తేపిప ఈ మూషీదో లఙిపీ కి జోతీరా చ్రిషా సియ్రప్ నటింతారు,0.24,1.67,కాల్తీక్ పుభ్బలాఙ్ ఢైగెక్ట్ తేపిప ఈ యూషీదో లఙిపీ కి ఙోఢీరా చ్రిషా పియ్రప్ పటింతాగు,0.32,2.17,కాల్తీక్ పుభ్బగాఙ్ ఢైగెక్ట్ తేపిప ఈ యూషీదో గఙిపీ కి ఙోతీరా చ్రిషా పియ్రప్ పటింతాలు,0.32,2.17
ఈ పిటిషన్లో విచారణకు స్వీకరించవలసిన యోగ్యత మాకు కనిపించలేదు అని ధర్మాసనం పేర్కొంది,ఈ పిటిషన్లో షిచాలణకు స్వీకలింతషలసిన యోగ్యత యాకు కపిపింతలేదు అపి ధర్మాపనం నేగ్కొంది,0.15,1.2,ఈ షిటిషన్లో పితాగణకు ప్వీకలించపదపిప యోర్యత యాకు కపినించలేథు అని దర్మాపపం నేర్కొంథి,0.24,2.0,ఈ విటిషప్లో షితాలణకు ప్వీకగింతపదపిప మోర్యచ యాకు కపిసింతదేలు అపి దగ్మాపనం నేల్కొంధి,0.34,2.8,ఈ నిటిషప్లో పితాగణకు ప్వీకలింతషదపిప మోర్యచ యాకు కపినింతదేథు అపి దగ్మాపపం సేల్కొంథి,0.35,2.9
భోజనం చేసిన తర్వాత వెంటనే నీళ్ళు త్రాగకండి,బోజనం చేపిన తర్వాచ పెంటనే పీళ్ళు త్రారకండి,0.14,1.0,బోఙనం చేసిప చర్వాచ పెంటపే పీళ్ళు త్రారకంతి,0.24,1.67,బోఙపం తేపిప చగ్వాచ పెంటపే పీళ్ళు చ్రాగకంది,0.33,2.33,బోఙపం తేపిప చల్వాచ షెంటపే పీళ్ళు చ్రారకంఢి,0.36,2.5
సూర్యుడు ఆకాశమధ్యమున నిలిచి యించు మించు ఒక నా డెల్ల అస్తమింప త్వరపడలేదు,సూర్యుఢు ఆకాశయద్యముప పిలిచి యింతు యించు ఒక నా డెద్ల అస్తయింప త్వగపడలేదు,0.14,1.0,పూల్యుడు ఆకాశయద్యయుప పిదిచి యింతు యించు ఒక నా తెల్ల అప్తయింప చ్వరషతలేథు,0.24,1.7,పూల్యుదు ఆకాశయధ్యయుప పిదితి యింతు యింతు ఒక పా తెద్ల అప్తయింస చ్వలసదదేడు,0.34,2.4,పూల్యుఢు ఆకాశయద్యయుప పిదితి యింతు యింతు ఒక పా ఢెద్ల అప్తయింష చ్వగనఢదేడు,0.35,2.5
భారత్ సర్వ మతాల కలయిక గల సెక్యులర్ దేశమని ఆయన అన్నారు,బారత్ సర్వ మతాల కలయిక రద సెక్యుదల్ దేశమని ఆయన అప్నాలు,0.13,0.78,బాలచ్ పర్వ యచాద కదయిక గద పెక్యులర్ దేశయపి ఆయన అప్నారు,0.25,1.44,బాలచ్ పగ్వ మతాద కదయిక రద పెక్యుదల్ ధేశయని ఆమప అప్నాలు,0.34,2.0,బాగచ్ పల్వ యచాద కదయిక రద పెక్యుదగ్ థేశయపి ఆమప అప్నాగు,0.4,2.33
పరిశోధనకు సంబంధించిన కధనాన్ని సెక్సువల్ మెడిసిన్ జర్నల్లో ప్రచురించారు,పరిశోధపకు సంభంధింతిన కధపాప్ని సెక్సువల్ యెడిసిప్ ఙర్నల్లో ఫ్రచురింతారు,0.14,1.43,పరిశోదపకు పంభందింతిప కదపాన్ని సెక్సుషల్ మెఢిపిన్ ఙల్నల్లో ప్రతుగింతారు,0.24,2.43,షలిశోదపకు పంభందింతిన కదపాప్ని పెక్సుషల్ యెదిపిప్ ఙల్నద్లో స్రచులింతాలు,0.34,3.43,వలిశోదపకు పంభందింతిప కదపాప్ని పెక్సుషద్ యెతిపిప్ ఙల్నద్లో వ్రతుగింతాగు,0.39,3.86
చర్చల ద్వారా సమస్యలను పరిష్కరించు కోవాలి,చర్చద ద్వాగా పయస్యలపు పరిష్కరించు కోషాలి,0.15,1.2,తల్చద ద్వాగా సయప్యదను సరిష్కరింతు కోపాలి,0.25,2.0,తల్చద ల్వాలా సయప్యలపు నలిష్కలింతు కోషాది,0.35,2.8,తగ్చద ల్వాలా పయప్యదపు వగిష్కగింతు కోపాది,0.4,3.2
భూ ప్రకంపనల సమయంలో ఇళ్లు కార్యాలయాల్లో ఉన్నవారు తీవ్ర భయాందోళనతో బయటకు పరుగులు తీశారు,భూ ప్రకంఫనద పమమంలో ఇళ్లు కార్యాదమాల్లో ఉప్నవారు చీష్ర భయాండోళనతో భయటకు పరురులు తీశారు,0.14,1.09,బూ ప్రకంషపల పయమందో ఇళ్లు కాల్యాదయాద్లో ఉన్నవాగు చీప్ర బమాంధోళపచో బమటకు పరుగుదు చీశారు,0.25,1.91,బూ న్రకంఫపద పయమందో ఇళ్లు కాల్యాదమాల్లో ఉప్నవాగు చీప్ర బమాంథోళపచో భమటకు వలురుదు చీశాగు,0.34,2.64,బూ ఫ్రకంసపద పయమందో ఇళ్లు కాగ్యాదమాద్లో ఉప్నషాగు చీష్ర బమాండోళపచో భమటకు షగురుదు చీశాగు,0.36,2.82
చివరికి కాంగ్రెస్కే పట్టం కట్టారు,తిషరికి కాంగ్రెప్కే పట్టం కట్టాగు,0.12,1.0,తిపగికి కాంర్రెప్కే ఫట్టం కట్టాగు,0.21,1.75,తిపగికి కాంర్రెప్కే షట్టం కట్టాలు,0.21,1.75,తిపగికి కాంర్రెప్కే నట్టం కట్టాలు,0.21,1.75
రాహుల్కు మోదీకి చాలా తేడా ఉందని అన్నారు,లాహుల్కు యోదీకి తాలా చేడా ఉండని అన్నారు,0.13,0.83,రాహుద్కు యోడీకి చాదా చేదా ఉంలని అప్నాలు,0.23,1.5,గాహుద్కు యోథీకి తాదా చేదా ఉంథపి అప్నాగు,0.31,2.0,గాహుద్కు యోథీకి తాదా చేఢా ఉంథపి అప్నాలు,0.31,2.0
ఉదాహరణకు దావీదు రాజునే తీసుకోండి,ఉదాహరణకు ధాపీదు రాఙుపే తీసుకోండి,0.12,1.0,ఉధాహరణకు లాపీధు గాఙునే తీపుకోంది,0.25,2.0,ఉథాహలణకు థాపీలు లాఙుపే చీపుకోంఢి,0.34,2.75,ఉథాహలణకు థాషీథు గాఙుపే చీపుకోంఢి,0.34,2.75
ఎక్కడెక్కడి నుంచి,ఎక్కతెక్కది నుంచి,0.12,1.0,ఎక్కఢెక్కఢి పుంతి,0.24,2.0,ఎక్కఢెక్కది పుంతి,0.24,2.0,ఎక్కదెక్కతి పుంతి,0.24,2.0
రెనో ఇండియా తమ క్విడ్ లీటర్ లో సీసీ సామర్థ్యం గల మూడు సిలిండర్ల పెట్రోల్ ఇంజన్ను అందించారు,గెనో ఇండియా చయ క్విత్ లీటర్ లో సీపీ సామర్థ్యం గద యూదు పిదిండర్ల వెట్రోద్ ఇంజన్ను అందించాలు,0.14,0.93,గెపో ఇంతియా తయ క్విద్ లీటల్ దో సీపీ పామగ్థ్యం రద యూదు పిదింఢల్ల ఫెట్రోద్ ఇంఙప్ను అందించారు,0.24,1.57,గెపో ఇందిమా చయ క్విఢ్ దీటల్ దో పీపీ పాయగ్థ్యం రద యూఢు పిదింఢగ్ల షెట్రోద్ ఇంఙప్ను అండింతాగు,0.33,2.14,గెపో ఇందిమా చయ క్విఢ్ దీటగ్ దో పీపీ పాయల్థ్యం రద యూదు పిదింతగ్ల నెట్రోద్ ఇంఙప్ను అంలింతాలు,0.33,2.14
ఫ్లిప్కార్ట్ బిగ్ బిలియన్ డే సేల్లో అత్యధికంగా అమ్ముడుపోతున్న స్మార్ట్ఫోన్గా రెడ్మి నోట్ పేరులోకి వచ్చిన కంపెనీ చెప్పింది,ఫ్లిప్కార్ట్ బిగ్ భిదియన్ ఢే సేద్లో అచ్యధికంగా అమ్ముడుపోచుప్న ప్మాల్ట్ఫోప్గా లెఢ్మి పోట్ పేరుదోకి వచ్చిన కంనెపీ తెష్పింది,0.15,1.29,ప్లిన్కాల్ట్ బిగ్ భిదిమప్ ఢే సేద్లో అత్యదికంరా అయ్ముతుఫోచుప్న ప్మాగ్ట్ఫోప్గా గెద్మి పోట్ వేగులోకి పత్చిప కంనెపీ చెస్పింది,0.25,2.14,ప్లిన్కాగ్ట్ భిర్ భిదిమప్ ఢే పేద్లో అచ్యదికంరా అయ్ముతునోచుప్న ప్మాల్ట్ఫోప్గా లెద్మి పోట్ నేలుదోకి షత్చిప కంసెపీ తెవ్పింథి,0.31,2.64,ప్లిస్కాల్ట్ భిర్ భిదిమప్ ఢే పేద్లో అచ్యదికంరా అయ్ముదునోచుప్న ప్మాగ్ట్ఫోప్గా గెత్మి పోట్ ఫేగుదోకి పత్చిప కంషెపీ తెఫ్పింలి,0.31,2.64
భవానీ ఐయ్యర్ విక్రమ్ తులి అర్షద్ సయ్యద్ మయాంక్ శర్మలు అందించిన కథను మయాంక్ శర్మ దర్శకత్వంలో రూపొందించారు,భషానీ ఐయ్యర్ విక్రయ్ చుది అగ్షద్ సయ్యద్ మమాంక్ శర్మదు అందించిప కథను మమాంక్ శర్మ థర్శకత్వందో గూవొంలింతారు,0.14,1.07,భషానీ ఐయ్యగ్ పిక్రయ్ చుది అగ్షడ్ సమ్యద్ మమాంక్ శర్మదు అంలింతిప కదపు యమాంక్ శల్మ లగ్శకచ్వందో లూపొంథింతారు,0.25,1.86,బషాపీ ఐమ్యగ్ షిక్రయ్ చుది అగ్షల్ పమ్యల్ యమాంక్ శగ్మదు అంధింతిప కదపు యమాంక్ శల్మ ధగ్శకచ్వందో లూఫొంథింతాగు,0.34,2.5,బపాపీ ఐమ్యగ్ షిక్రయ్ చుది అగ్షడ్ పమ్యల్ యమాంక్ శల్మదు అండింతిప కదపు యమాంక్ శల్మ థగ్శకచ్వందో గూవొంధింతాగు,0.34,2.5
దీనిని గుర్తించిన ప్రభుత్వం తక్షణ చర్యలు తీసుకుని ప్రజలకు అండగా నిలిచింది,ధీపిపి గుర్తించిన ష్రభుత్వం తక్షణ చర్యలు చీపుకుని స్రఙలకు అండగా నిలితింధి,0.14,1.11,థీనిపి గుల్తింతిప ఫ్రబుచ్వం చక్షణ తగ్యలు చీసుకుపి ప్రజదకు అందరా నిలితింథి,0.25,2.0,డీపిపి రుల్తింతిప ఫ్రబుచ్వం చక్షణ తర్యదు చీపుకుపి న్రఙదకు అంతరా పిదితిండి,0.34,2.78,లీపిపి రుల్తింతిప న్రబుచ్వం చక్షణ తల్యదు చీపుకుపి న్రఙదకు అంతరా పిదితిండి,0.36,2.89
జాగ్వార్ ల్యాండ్ రోవర్ ఇప్పటికే కొన్ని మోడళ్లలో లీటర్ డీజిల్ ఇంజన్ను ఆఫర్ చేస్తోంది,జాగ్వార్ ద్యాంత్ రోవల్ ఇప్పటికే కొన్ని యోఢళ్లలో లీటర్ ఢీజిల్ ఇంఙప్ను ఆపర్ తేప్తోండి,0.14,1.09,ఙార్వాగ్ ద్యాంద్ లోపర్ ఇస్పటికే కొప్ని మోఢళ్లదో లీటగ్ దీఙిద్ ఇంఙప్ను ఆపల్ తేస్తోంది,0.24,1.82,ఙార్వాల్ ద్యాంఢ్ గోపల్ ఇఫ్పటికే కొప్ని యోదళ్లదో దీటగ్ ఢీఙిద్ ఇంఙప్ను ఆపగ్ తేప్తోంథి,0.3,2.27,ఙార్వాల్ ద్యాంద్ గోషగ్ ఇవ్పటికే కొప్ని యోదళ్లదో దీటగ్ తీఙిద్ ఇంఙప్ను ఆపగ్ తేప్తోంలి,0.3,2.27
తరువాత వంకాయగుజ్జు వేసి కలపాలి,తరుపాత షంకాయగుజ్జు వేసి కలవాది,0.13,1.0,తలువాచ పంకాయగుఙ్జు పేపి కలపాది,0.23,1.75,చగువాచ పంకామగుఙ్జు పేసి కదనాది,0.33,2.5,చగుపాచ షంకామరుఙ్జు షేపి కదనాది,0.43,3.25
తెకోవ తండ్రియైన అష్షూరు నకు హెలా నయరా అను ఇద్దరు భార్యలుండిరి,తెకోవ చండ్రిమైప అష్షూలు నకు హెలా నమరా అను ఇల్దలు బార్యలుండిలి,0.15,1.0,చెకోష తంత్రిమైన అష్షూగు నకు హెదా పమగా అపు ఇల్దరు బాగ్యదుంఢిరి,0.25,1.67,చెకోప చంత్రిమైప అష్షూలు పకు హెదా పమలా అపు ఇల్దగు బాగ్యదుంఢిలి,0.33,2.22,చెకోష చంఢ్రిమైప అష్షూలు పకు హెదా పమగా అపు ఇధ్దగు బాగ్యదుంతిలి,0.33,2.22
ఇక మెట్రో పునఃప్రారంభంపై ముఖ్యమంత్రి అరవింద్ కేజ్రీవాల్ ఆనందం వ్యక్తం చేశారు,ఇక యెట్రో పునఃప్రాగంబంపై యుఖ్యమంచ్రి అరషింద్ కేఙ్రీషాల్ ఆపందం వ్యక్తం తేశాగు,0.14,1.22,ఇక యెట్రో పుపఃవ్రారంబంసై యుఖ్యయంచ్రి అలషిండ్ కేఙ్రీపాద్ ఆపంథం ష్యక్తం తేశాగు,0.25,2.11,ఇక యెట్రో వుపఃష్రాలంబంవై యుఖ్యయంచ్రి అలషిండ్ కేఙ్రీషాద్ ఆపంధం ప్యక్తం తేశాలు,0.28,2.33,ఇక యెట్రో ఫుపఃవ్రాలంబంనై యుఖ్యయంచ్రి అలపిండ్ కేఙ్రీపాద్ ఆపండం ప్యక్తం తేశాలు,0.28,2.33
ఇంట్లో వండుకున్న తాజా ఆహారం ఉత్తమం,ఇంట్లో వంతుకున్న చాజా ఆహాగం ఉచ్తయం,0.15,1.0,ఇంట్లో షంఢుకుప్న చాఙా ఆహాలం ఉచ్తయం,0.24,1.6,ఇంట్లో షంతుకుప్న చాఙా ఆహాలం ఉచ్తయం,0.24,1.6,ఇంట్లో షందుకుప్న చాఙా ఆహాలం ఉచ్తయం,0.24,1.6
అతను ఎందుకు ఆత్మహత్య చేసుకున్నాడనే విషయం తెలియడం లేదు,అచను ఎందుకు ఆత్మహచ్య తేపుకున్నాఢనే విషయం తెలియడం దేధు,0.13,1.0,అచపు ఎంధుకు ఆచ్మహత్య చేపుకుప్నాతపే విషమం చెలిమఢం లేధు,0.25,1.86,అచపు ఎంలుకు ఆచ్మహచ్య తేపుకుప్నాదపే పిషమం చెదిమఢం దేడు,0.34,2.57,అచపు ఎంలుకు ఆచ్మహచ్య తేపుకుప్నాదపే షిషమం చెదిమదం దేధు,0.34,2.57
కానీ ఒకప్పుడు దీన్ని ఎవరు,కాపీ ఒకప్పుడు దీప్ని ఎషరు,0.12,0.75,కాపీ ఒకవ్పుతు దీప్ని ఎషలు,0.24,1.5,కాపీ ఒకస్పుదు డీప్ని ఎషలు,0.28,1.75,కాపీ ఒకఫ్పుదు థీప్ని ఎపగు,0.28,1.75
బీజేపీ అభ్యర్థి బసవరాజ్ గెలుపు,బీఙేపీ అబ్యర్థి బసవగాజ్ రెలుపు,0.13,1.0,భీఙేనీ అభ్యగ్థి భపవగాజ్ గెలుపు,0.23,1.75,భీజేవీ అబ్యల్థి భపవరాఙ్ రెదుషు,0.33,2.5,భీఙేసీ అబ్యగ్థి భపషగాఙ్ రెదును,0.43,3.25
దానికి వెనుక కారణం ఏంటి,థానికి వెపుక కాలణం ఏంటి,0.13,0.75,థాపికి షెపుక కాగణం ఏంటి,0.22,1.25,డాపికి షెపుక కాలణం ఏంటి,0.22,1.25,ధాపికి పెపుక కాగణం ఏంటి,0.22,1.25
మరో యువకుడు గాయపడ్డాడు,మలో యువకుడు రాయపడ్డాతు,0.14,1.0,మరో ముపకుడు గామఫద్డాడు,0.23,1.67,మరో ముపకుదు రామషఢ్డాడు,0.32,2.33,యగో ముషకుఢు రామఫత్డాదు,0.45,3.33
శాతం ఉత్తీర్ణత లభించింది,శాతం ఉచ్తీల్ణత దభించింది,0.12,1.0,శాచం ఉచ్తీర్ణచ దబింతింది,0.25,2.0,శాచం ఉచ్తీల్ణచ దబింతింలి,0.33,2.67,శాచం ఉచ్తీగ్ణచ దబింతిండి,0.33,2.67
ఇవన్నీ ఎందుకు చేస్తుంటారనే సందేహం చాలా మందికి ఉంటుంది,ఇవన్నీ ఎంథుకు చేప్తుంటారపే సంలేహం తాదా యందికి ఉంటుంది,0.13,1.0,ఇషప్నీ ఎంలుకు తేప్తుంటాలపే పంధేహం తాలా యండికి ఉంటుండి,0.25,1.86,ఇషప్నీ ఎంధుకు తేప్తుంటాలపే పండేహం తాదా యంధికి ఉంటుండి,0.26,2.0,ఇపప్నీ ఎండుకు తేప్తుంటాలపే పంలేహం తాదా యంథికి ఉంటుంధి,0.26,2.0
ఈ తతంగం అంతా సోషల్ మీడియాలో వైరల్ గా మారింది,ఈ తచంరం అంతా సోషల్ మీడిమాలో పైరల్ గా యారింధి,0.14,0.75,ఈ చచంరం అంతా పోషద్ మీఢియాలో పైగద్ గా మాలింథి,0.25,1.38,ఈ తచంరం అంచా సోషద్ యీతిమాదో పైలద్ రా యాగింథి,0.34,1.88,ఈ చచంరం అంచా పోషద్ యీతిమాదో పైగద్ రా యాగిండి,0.39,2.12
క్రీస్తుయేసు విమోచన క్రయధన బలి,క్రీస్తుయేసు విమోచన క్రయదప భది,0.13,1.0,క్రీప్తుయేపు వియోచప క్రమదన భలి,0.23,1.75,క్రీప్తుమేసు షియోతప క్రయదప భది,0.33,2.5,క్రీప్తుమేపు పియోతప క్రమదప భది,0.4,3.0
మంది చనిపోయారు,మంథి తనిపోయారు,0.14,1.0,మంథి చపిపోయాగు,0.21,1.5,యంది తపిపోమారు,0.29,2.0,యండి తపినోమాలు,0.5,3.5
దీంతో వెంటనే స్పందించిన పాకిస్థాన్ మరుసటి రోజు భారత ఆర్మీ స్థావరాలపై వైమానిక దాడులకు సిద్ధమవగా భారత్ వాయుసేన అడ్డుకుంది,లీంచో షెంటపే స్పంధించిన పాకిస్థాన్ మరుసటి రోఙు బాగత ఆల్మీ ప్థావరాదపై పైమానిక దాడులకు సిద్ధమవరా భారచ్ వాయుసేప అద్డుకుంథి,0.14,1.13,డీంచో వెంటనే ప్పందింతిప షాకిప్థాప్ మలుసటి లోఙు భారచ ఆగ్మీ ప్థావగాలవై షైయాపిక థాడుదకు సిద్ధయషరా బాలత్ షాయుపేన అడ్డుకుంలి,0.24,1.93,లీంచో పెంటపే స్పంలింతిప పాకిప్థాప్ యగుపటి గోఙు బాగత ఆల్మీ ప్థాషలాదఫై షైయాపిక లాఢుదకు పిథ్ధయషరా బాలచ్ పాముపేన అత్డుకుంథి,0.34,2.73,డీంచో షెంటపే ప్పంథింతిప సాకిప్థాప్ యలుపటి గోఙు బాగచ ఆల్మీ ప్థాషగాదషై పైయాపిక డాతుదకు పిడ్ధయపరా బాలచ్ షాముపేప అఢ్డుకుండి,0.38,3.0
తల్లిదండ్రుల్ని తమ్మున్ని చంపిన మైనర్ బాలుడు,తద్లిదండ్రుద్ని తమ్ముప్ని చంషిప మైనర్ బాదుడు,0.14,1.2,తద్లిథంత్రుల్ని చయ్ముప్ని చంనిన యైపర్ భాదుడు,0.25,2.2,చద్లిడండ్రుద్ని చయ్ముప్ని తంషిన యైపల్ భాదుతు,0.34,3.0,చద్లిథంద్రుద్ని చయ్ముప్ని తంషిప యైపగ్ భాదుఢు,0.39,3.4
